"obce","Běžné výdaje","Celková plocha území obce","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet dokončených bytů","Počet gymnázií","Počet lůžek v ubytovacích zařízeních","Počet mateřských škol","Počet obyvatel","Počet obyvatel nad 65 let","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet pokojů v ubytovacích zařízeních","Počet SOŠ a praktických škol","Počet SOU","Počet ubytovacích zařízení","Počet uchazečů o zaměstnání","Počet základních škol s 1. st.","Počet základních škol s 2. st.","Počet základních škol úplných","Počet žáků v gymnáziích","Počet žáků v mateřských školách","Počet žáků v SOŠ a praktických školách","Počet žáků v SOU","Počet žáků v základních školách s 1. st.","Počet žáků v základních školách s 2. st.","Počet žáků v základních školách úplných","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Výměra chmelnic","Výměra lesní půdy","Výměra orné půdy","Výměra ostatních ploch","Výměra ovocných sadů","Výměra trvalých travních porostů","Výměra vinic","Výměra vodních ploch","Výměra zahrad","Výměra zastavěných ploch","Výměra zemědělské půdy","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres","Ordinace gynekologa","Ordinace praktického lékaře","Ordinace praktického lékaře pro děti a dorost","Ordinace specialisty","Ordinace stomatologa","Počet lékáren","Domovy pro seniory","Domovy pro seniory - počet míst","Domovy pro osoby se zdravotním postižením","Domovy pro osoby se zdravotním postižením - počet míst","Počet nemocnic","Počet lůžek v nemocnicích"
"Mukařov","29 637,85","632,94","34 532,51","3 447,95","1 748,21","10 997,82","9 380,79","1 398,00","13,00","0,00",NA,"1,00","2 526,00","444,00","572,00","689,00","711,00","46,00","64,00",NA,"0,00","0,00","1,00","19,00","0,00","0,00","1,00","0,00","122,00","0,00","0,00","0,00","0,00","582,00","4 845,94","50 507,46","142,00","9 871,79","45 661,51","40 635,67","0,00","270,16","163,63","46,66","1,55","28,91","0,00","8,18","89,97","23,87","284,06","53,00","15,00","25,00","Středočeský kraj","ŘÍČANY","Praha-východ",NA,NA,NA,NA,"2,00",NA,"1,00","42,00",NA,NA,NA,NA
"Mukařov","1 961,37","1 102,28","3 104,97","0,00","110,00","572,04","508,90","58,06","0,00","0,00",NA,"0,00","187,00","44,00","24,00","43,00","59,00","7,00","10,00",NA,"0,00","0,00","2,00","8,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","58,06","3 781,93","7,00","1 248,52","3 723,87","2 533,41","0,00","611,82","297,41","57,93","0,00","98,44","0,00","15,28","12,32","9,08","408,17","6,00","1,00","1,00","Středočeský kraj","MNICHOVO HRADIŠTĚ","Mladá Boleslav",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutějovice","11 427,44","1 321,20","11 388,10","0,00","21,00","2 381,69","1 072,50","1 150,35","1,00","0,00",NA,"1,00","799,00","155,00","113,00","240,00","230,00","31,00","30,00",NA,"0,00","0,00",NA,"19,00","0,00","0,00","1,00","0,00","25,00","0,00","0,00","0,00","0,00","128,00","1 150,35","13 631,95","37,00","-177,18","12 481,60","13 809,13","142,53","294,40","675,12","87,80","5,86","62,47","0,00","9,31","17,71","25,99","903,69","25,00","4,00","5,00","Středočeský kraj","RAKOVNÍK","Rakovník",NA,NA,"1,00",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutěnice","27 866,10","3 237,45","61 640,96","400,00","129,30","22 972,42","1 803,51","2 038,09","4,00","0,00","196,00","1,00","3 649,00","608,00","582,00","1 153,00","1 039,00","129,00","138,00","59,00","0,00","0,00","6,00","175,00","0,00","0,00","1,00","0,00","115,00","0,00","0,00","0,00","0,00","277,00","2 438,09","66 011,86","52,00","15 173,34","63 573,76","50 838,52","0,00","370,62","2 039,05","191,09","4,45","66,81","302,31","167,11","39,18","56,83","2 451,81","57,00","44,00","38,00","Jihomoravský kraj","HODONÍN","Hodonín",NA,"1,00","1,00",NA,"1,00","1,00",NA,NA,NA,NA,NA,NA
"Mutěnice","2 455,30","228,39","2 900,58","220,00","126,00","1 217,25","930,30","191,50","7,00","0,00",NA,"0,00","252,00","58,00","35,00","77,00","71,00","6,00","5,00",NA,"0,00","0,00",NA,"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","411,50","4 368,39","21,00","695,84","3 956,88","3 672,55","0,00","11,65","147,08","25,33","1,07","17,30","0,00","11,20","9,20","5,57","174,64","2,00","0,00","1,00","Jihočeský kraj","STRAKONICE","Strakonice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutěnín","4 348,08","1 547,90","4 169,77","170,00","66,70","447,34","737,14","683,20","0,00","0,00",NA,"0,00","261,00","43,00","43,00","85,00","69,00","13,00","8,00",NA,"0,00","0,00",NA,"9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","853,20","5 826,80","9,00","1 031,38","4 973,60","4 795,42","0,00","385,71","384,63","79,80","0,72","660,43","0,00","12,71","11,40","12,49","1 057,19","6,00","3,00","6,00","Plzeňský kraj","DOMAŽLICE","Domažlice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mutkov","1 209,30","564,05","964,89","300,00","0,00","329,87","204,65","337,94","0,00","0,00",NA,"0,00","51,00","9,00","7,00","15,00","12,00","3,00","5,00",NA,"0,00","0,00",NA,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","637,94","1 807,47","1,00","268,30","1 169,54","1 539,17","0,00","433,36","75,04","14,79","0,00","34,59","0,00","2,49","1,91","1,89","111,53","3,00","0,00","1,00","Olomoucký kraj","ŠTERNBERK","Olomouc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mydlovary","2 381,24","412,42","3 905,07","723,00","1,10","1 796,11","682,95","256,70","2,00","0,00",NA,"0,00","310,00","47,00","57,00","100,00","85,00","11,00","10,00",NA,"0,00","0,00",NA,"3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","979,70","5 568,82","6,00","1 391,47","4 589,12","4 177,36","0,00","45,58","136,76","81,96","0,00","71,88","0,00","2,79","6,01","67,45","214,65","4,00","5,00","2,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myslejovice","8 843,50","693,80","8 297,35","0,00","7,10","2 893,93","1 188,01","524,56","1,00","0,00",NA,"1,00","667,00","136,00","91,00","210,00","179,00","20,00","31,00",NA,"0,00","0,00",NA,"10,00","1,00","0,00","0,00","0,00","23,00","0,00","0,00","25,00","0,00","0,00","524,56","10 017,01","26,00","-1 720,42","9 492,46","11 737,43","0,00","67,67","435,49","30,73","40,09","75,39","0,00","2,66","27,33","14,45","578,30","24,00","9,00","9,00","Olomoucký kraj","PROSTĚJOV","Prostějov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mysletice","1 464,14","292,04","1 504,00","208,13","0,00","728,53","423,72","266,16","0,00","0,00",NA,"0,00","122,00","18,00","15,00","42,00","39,00","5,00","3,00",NA,"0,00","0,00",NA,"3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","474,29","2 402,01","4,00","209,34","1 927,72","2 192,67","0,00","51,09","168,90","18,90","1,84","39,77","0,00","4,59","4,43","2,52","214,94","0,00","1,00","1,00","Vysočina","TELČ","Jihlava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mysletín","951,32","414,59","1 634,10","0,00","0,92","50,66","130,96","67,92","0,00","0,00",NA,"0,00","123,00","25,00","25,00","34,00","35,00","3,00","1,00",NA,"0,00","0,00",NA,"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","67,92","1 833,89","0,00","831,91","1 765,97","1 001,98","0,00","121,96","178,80","24,69","0,00","77,39","0,00","4,58","4,22","2,95","260,41","2,00","0,00","2,00","Vysočina","HUMPOLEC","Pelhřimov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mysliboř","2 294,47","739,17","2 968,50","79,86","0,00","491,72","106,09","475,39","0,00","0,00",NA,"0,00","207,00","33,00","39,00","63,00","58,00","6,00","8,00",NA,"0,00","0,00",NA,"5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","555,25","3 629,84","4,00","843,65","3 074,60","2 786,19","0,00","156,95","439,56","61,98","0,13","57,69","0,00","7,32","9,06","6,47","506,44","5,00","1,00","0,00","Vysočina","TELČ","Jihlava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myslibořice","7 874,85","1 122,37","10 915,76","120,00","0,00","2 738,29","740,04","1 267,14","1,00","0,00",NA,"1,00","711,00","160,00","118,00","204,00","191,00","20,00","18,00",NA,"0,00","0,00",NA,"22,00","0,00","0,00","1,00","0,00","40,00","0,00","0,00","0,00","0,00","167,00","1 387,14","13 042,94","21,00","2 429,80","11 655,80","10 613,14","0,00","295,16","678,03","50,63","0,27","48,83","0,00","11,29","26,42","11,74","753,55","25,00","13,00","6,00","Vysočina","TŘEBÍČ","Třebíč",NA,"1,00",NA,NA,NA,NA,"1,00","101,00","1,00","14,00",NA,NA
"Myslín","1 518,46","415,43","1 414,91","140,00","6,10","332,63","365,00","112,45","0,00","0,00",NA,"0,00","106,00","18,00","21,00","32,00","30,00","3,00","2,00",NA,"0,00","0,00",NA,"7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","252,45","2 038,46","9,00","187,37","1 786,01","1 851,09","0,00","29,03","261,15","23,86","0,00","79,09","0,00","10,43","4,84","7,03","345,08","5,00","1,00","0,00","Jihočeský kraj","PÍSEK","Písek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myslinka","2 012,45","370,35","2 788,96","70,00","0,00","206,91","290,79","105,11","0,00","0,00",NA,"0,00","203,00","22,00","42,00","76,00","51,00","5,00","7,00",NA,"0,00","0,00",NA,"7,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","175,11","3 254,86","7,00","1 035,50","3 079,75","2 219,36","0,00","90,53","197,57","27,09","0,00","45,06","0,00","1,60","4,51","4,01","247,14","3,00","1,00","4,00","Plzeňský kraj","NÝŘANY","Plzeň-sever",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myslív","6 667,38","1 574,26","5 902,13","0,00","101,43","620,11","2 181,44","1 474,38","2,00","0,00",NA,"0,00","426,00","97,00","63,00","116,00","109,00","22,00","19,00",NA,"0,00","0,00",NA,"14,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1 474,38","9 659,37","22,00","2 371,89","8 184,99","7 287,49","0,00","423,10","514,27","119,27","1,59","382,17","0,00","92,31","24,92","16,62","922,96","7,00","5,00","3,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myslkovice","3 251,56","487,83","4 944,41","1 922,40","0,00","3 247,68","561,65","699,49","0,00","0,00",NA,"0,00","395,00","70,00","54,00","116,00","119,00","16,00","20,00",NA,"0,00","0,00",NA,"17,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2 621,89","8 127,95","9,00","1 628,71","5 506,06","6 499,24","0,00","102,35","272,51","44,38","0,00","31,14","0,00","13,52","15,18","8,75","318,82","5,00","1,00","4,00","Jihočeský kraj","SOBĚSLAV","Tábor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mysločovice","12 749,25","359,25","11 396,40","18 665,52","0,00","23 613,73","1 186,70","1 885,19","0,00","0,00",NA,"1,00","632,00","117,00","115,00","193,00","171,00","21,00","15,00",NA,"0,00","0,00","1,00","9,00","0,00","0,00","1,00","0,00","53,00","0,00","0,00","0,00","0,00","326,00","20 550,71","33 133,81","7,00","-3 229,17","12 583,10","36 362,98","0,00","10,68","253,76","43,33","3,18","17,61","0,00","6,71","14,93","9,06","289,48","16,00","3,00","6,00","Zlínský kraj","ZLÍN","Zlín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myslovice","1 770,91","405,64","1 699,78","0,00","15,00","41,50","97,64","76,11","0,00","0,00",NA,"0,00","127,00","33,00","22,00","35,00","26,00","5,00","6,00",NA,"0,00","0,00","1,00","2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","76,11","1 888,53","0,00","76,12","1 812,42","1 812,41","0,00","188,79","115,88","13,87","0,00","75,05","0,00","1,91","6,34","3,80","197,26","0,00","3,00","0,00","Plzeňský kraj","KLATOVY","Klatovy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myštěves","1 853,01","572,31","2 596,28","0,00","75,08","241,33","233,15","76,27","1,00","0,00",NA,"0,00","168,00","46,00","22,00","39,00","42,00","10,00","9,00",NA,"0,00","0,00","1,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","76,27","2 980,76","7,00","886,42","2 904,50","2 094,34","0,00","66,13","373,81","23,01","0,00","76,77","0,00","10,61","11,39","10,59","461,97","16,00","1,00","2,00","Královéhradecký kraj","NOVÝ BYDŽOV","Hradec Králové",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Myštice","3 740,68","1 581,24","4 891,46","2 299,38","861,91","1 511,79","929,26","413,30","2,00","0,00",NA,"0,00","289,00","71,00","36,00","90,00","72,00","10,00","10,00",NA,"0,00","0,00","1,00","4,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2 712,68","9 395,31","19,00","4 142,84","6 682,63","5 252,47","0,00","375,78","783,38","97,43","0,00","160,51","0,00","124,33","22,93","16,86","966,83","7,00","5,00","0,00","Jihočeský kraj","BLATNÁ","Strakonice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mýto","24 323,37","1 780,47","23 568,26","1 348,35","546,75","19 307,41","6 535,34","2 630,29","3,00","0,00","269,00","1,00","1 565,00","299,00","231,00","499,00","417,00","61,00","58,00","83,00","0,00","0,00","3,00","23,00","0,00","0,00","1,00","0,00","69,00","0,00","0,00","0,00","0,00","218,00","3 978,64","34 628,99","88,00","-9 001,79","30 650,35","43 630,78","0,00","786,77","570,30","143,07","4,56","126,42","0,00","78,31","39,47","31,57","740,75","40,00","15,00","12,00","Plzeňský kraj","ROKYCANY","Rokycany","1,00","1,00","1,00","1,00","1,00",NA,NA,NA,NA,NA,NA,NA
"Mžany","6 739,34","787,54","6 409,05","209,38","186,75","920,23","340,52","877,38","0,00","0,00",NA,"1,00","415,00","70,00","55,00","123,00","140,00","14,00","13,00",NA,"0,00","0,00",NA,"6,00","1,00","0,00","0,00","0,00","33,00","0,00","0,00","22,00","0,00","0,00","1 086,76","8 023,07","6,00","363,51","6 936,31","7 659,56","0,00","135,51","509,21","30,87","0,32","72,06","0,00","4,42","21,13","14,02","602,72","6,00","6,00","3,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové",NA,"1,00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nabočany","1 446,62","316,83","2 099,16","0,00","16,97","15,13","118,15","77,55","0,00","0,00",NA,"0,00","126,00","22,00","24,00","34,00","33,00","7,00","6,00",NA,"0,00","0,00",NA,"5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","77,55","2 311,82","1,00","850,08","2 234,27","1 461,75","0,00","0,00","286,34","15,13","0,83","2,77","0,00","1,86","4,07","5,82","294,01","7,00","1,00","2,00","Pardubický kraj","CHRUDIM","Chrudim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Načeradec","18 778,25","4 845,22","18 249,57","518,24","2 147,41","5 461,46","4 331,36","1 237,82","4,00","0,00",NA,"1,00","1 067,00","238,00","145,00","330,00","279,00","35,00","40,00",NA,"0,00","0,00","2,00","27,00","0,00","0,00","1,00","0,00","45,00","0,00","0,00","0,00","0,00","111,00","1 756,06","26 484,40","52,00","2 244,68","24 728,34","24 239,71","0,00","1 406,22","2 418,92","239,89","5,16","635,41","0,00","31,63","58,86","49,12","3 118,35","28,00","13,00","9,00","Středočeský kraj","VLAŠIM","Benešov",NA,NA,NA,NA,"1,00",NA,NA,NA,NA,NA,NA,NA
"Načešice","10 610,69","904,03","8 516,87","0,00","2 953,66","3 759,40","599,23","1 341,46","2,00","0,00",NA,"1,00","595,00","96,00","97,00","184,00","166,00","24,00","28,00",NA,"0,00","0,00",NA,"14,00","0,00","0,00","0,00","0,00","28,00","0,00","0,00","0,00","0,00","0,00","1 341,46","13 411,22","24,00","-958,87","12 069,76","14 370,09","0,00","385,19","382,22","40,75","4,97","52,54","0,00","3,88","22,67","11,81","462,40","21,00","5,00","3,00","Pardubický kraj","CHRUDIM","Chrudim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Náchod","296 528,54","3 334,31","292 751,88","25 673,63","14 353,47","137 793,97","26 330,94","60 986,07","36,00","2,00","667,00","8,00","20 132,00","4 292,00","2 954,00","5 709,00","5 769,00","741,00","667,00","285,00","5,00","2,00","16,00","409,00","4,00","0,00","4,00","707,00","625,00","582,00","62,00","304,00","0,00","1 604,00","86 659,70","420 095,98","511,00","-14 226,52","333 436,29","434 322,50","0,00","1 198,30","434,19","430,68","44,20","799,97","0,00","48,50","219,15","159,33","1 497,51","505,00","224,00","201,00","Královéhradecký kraj","NÁCHOD","Náchod","5,00","10,00","6,00","22,00","16,00","10,00","2,00","144,00","1,00","16,00","1,00",NA
"Nadějkov","15 225,82","2 421,61","10 381,97","0,00","367,38","676,17","1 498,09","4 323,82","0,00","0,00",NA,"1,00","723,00","125,00","110,00","241,00","194,00","29,00","24,00",NA,"0,00","0,00",NA,"28,00","1,00","0,00","0,00","0,00","19,00","0,00","0,00","14,00","0,00","0,00","4 323,82","16 571,26","12,00","669,27","12 247,44","15 901,99","0,00","504,30","850,49","222,86","2,35","730,03","0,00","49,04","33,10","29,43","1 615,97","9,00","12,00","7,00","Jihočeský kraj","TÁBOR","Tábor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nadějov","3 035,44","617,34","2 802,34","0,00","1,50","64,90","575,36","546,42","1,00","0,00",NA,"0,00","194,00","35,00","29,00","63,00","50,00","10,00","7,00",NA,"0,00","0,00",NA,"3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","546,42","3 925,61","5,00","825,27","3 379,20","3 100,34","0,00","81,75","400,11","26,15","0,00","88,26","0,00","6,60","7,66","6,81","496,03","5,00","2,00","2,00","Vysočina","JIHLAVA","Jihlava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nadryby","1 698,89","448,77","1 850,83","56,00","29,60","12,10","679,23","101,11","0,00","0,00",NA,"0,00","127,00","16,00","27,00","35,00","35,00","5,00","9,00",NA,"0,00","0,00",NA,"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","157,11","2 716,76","6,00","1 005,77","2 559,66","1 710,99","0,00","165,36","181,20","17,37","0,75","32,29","0,00","36,98","9,27","5,54","223,51","8,00","0,00","2,00","Plzeňský kraj","NÝŘANY","Plzeň-sever",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nahořany","4 807,41","1 415,63","8 380,29","1 110,40","0,00","3 316,88","781,58","650,42","0,00","0,00",NA,"1,00","587,00","94,00","121,00","166,00","165,00","20,00","21,00",NA,"0,00","0,00","2,00","6,00","1,00","0,00","0,00","0,00","21,00","0,00","0,00","29,00","0,00","0,00","1 760,82","10 922,68","13,00","2 798,39","9 161,86","8 124,29","0,00","22,52","903,09","83,54","3,34","174,54","0,00","172,68","25,88","30,03","1 106,85","14,00","5,00","9,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nahošovice","1 347,62","293,38","2 195,18","0,00","0,00","807,31","164,47","84,22","0,00","0,00",NA,"0,00","173,00","37,00","30,00","53,00","44,00","3,00","6,00",NA,"0,00","0,00",NA,"9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","84,22","2 443,87","3,00","288,94","2 359,65","2 154,93","0,00","2,98","236,08","14,01","4,38","20,93","0,00","1,01","9,16","4,82","270,56","2,00","1,00","4,00","Olomoucký kraj","PŘEROV","Přerov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Náklo","14 837,33","1 145,23","20 828,34","1 123,20","77,75","12 031,81","3 209,93","2 040,97","4,00","0,00",NA,"1,00","1 511,00","271,00","287,00","437,00","416,00","50,00","50,00",NA,"0,00","0,00",NA,"29,00","0,00","0,00","1,00","0,00","59,00","0,00","0,00","0,00","0,00","218,00","3 164,17","27 280,19","16,00","411,05","24 116,02","26 869,14","0,00","10,98","888,08","140,32","2,75","17,59","0,00","19,41","40,58","25,53","949,00","28,00","15,00","21,00","Olomoucký kraj","LITOVEL","Olomouc",NA,"1,00","1,00",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nákří","2 277,26","668,90","3 121,27","0,00","8,92","2 870,50","571,11","79,80","0,00","0,00",NA,"0,00","222,00","44,00","45,00","62,00","60,00","6,00","5,00",NA,"0,00","0,00",NA,"5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","79,80","3 781,10","7,00","-1 366,66","3 701,30","5 147,76","0,00","32,30","362,41","46,03","0,00","120,02","0,00","66,41","7,23","34,50","489,66","7,00","1,00","0,00","Jihočeský kraj","ČESKÉ BUDĚJOVICE","České Budějovice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Naloučany","1 790,59","541,23","2 230,11","750,00","404,20","2 178,52","155,87","195,66","0,00","0,00",NA,"0,00","161,00","46,00","25,00","49,00","35,00","1,00","5,00",NA,"0,00","0,00",NA,"2,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","945,66","3 735,83","1,00","-233,28","2 790,18","3 969,11","0,00","133,21","274,11","40,13","0,00","68,28","0,00","9,57","9,71","6,22","352,10","1,00","0,00","0,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nalžovice","10 167,15","1 562,53","10 281,64","0,00","226,15","594,58","2 407,71","1 616,92","1,00","0,00","570,00","1,00","595,00","100,00","94,00","167,00","191,00","22,00","21,00","177,00","0,00","0,00","9,00","9,00","0,00","0,00","1,00","0,00","58,00","0,00","0,00","0,00","0,00","98,00","1 616,92","14 532,42","6,00","3 770,69","12 915,50","10 761,73","0,00","531,36","519,73","118,13","0,40","180,88","0,00","160,73","34,74","16,57","735,75","12,00","4,00","5,00","Středočeský kraj","SEDLČANY","Příbram",NA,NA,NA,NA,NA,NA,NA,NA,"1,00","35,00",NA,NA
"Nalžovské Hory","18 679,22","5 129,26","18 881,81","1 482,58","6,20","4 511,40","4 022,48","2 141,82","0,00","0,00",NA,"1,00","1 163,00","279,00","147,00","357,00","292,00","38,00","50,00",NA,"0,00","0,00","2,00","19,00","0,00","0,00","1,00","0,00","34,00","0,00","0,00","0,00","0,00","153,00","3 624,40","26 534,90","21,00","3 344,27","22 910,49","23 190,62","0,00","1 328,35","1 889,74","429,84","16,03","1 228,98","0,00","109,73","76,33","50,27","3 211,08","27,00","9,00","7,00","Plzeňský kraj","HORAŽĎOVICE","Klatovy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Náměšť na Hané","24 499,52","1 865,18","28 781,25","1 180,74","1 546,11","11 234,81","5 853,09","2 460,05","8,00","0,00",NA,"1,00","2 037,00","405,00","324,00","618,00","562,00","65,00","63,00",NA,"0,00","0,00",NA,"38,00","0,00","0,00","1,00","0,00","92,00","0,00","0,00","0,00","0,00","227,00","3 640,79","39 821,24","46,00","4 086,91","36 180,46","35 734,33","0,00","856,97","795,43","95,40","0,00","24,31","0,00","12,12","49,29","31,66","869,03","29,00","37,00","17,00","Olomoucký kraj","OLOMOUC","Olomouc",NA,"3,00","1,00",NA,"1,00",NA,"1,00","53,00",NA,NA,NA,NA
"Náměšť nad Oslavou","77 967,71","1 862,42","71 428,02","5 842,64","4 994,31","30 657,20","11 815,46","22 868,30","5,00","0,00","193,00","2,00","4 887,00","992,00","686,00","1 451,00","1 413,00","172,00","173,00","73,00","0,00","0,00","7,00","98,00","0,00","0,00","2,00","0,00","190,00","0,00","0,00","0,00","0,00","561,00","28 710,94","116 948,73","99,00","8 323,82","88 237,80","108 624,91","0,00","802,56","647,20","183,05","1,21","80,51","0,00","46,20","52,40","49,28","781,33","98,00","33,00","48,00","Vysočina","NÁMĚŠŤ NAD OSLAVOU","Třebíč","2,00","4,00","3,00","6,00","3,00","3,00","1,00","84,00",NA,NA,NA,NA
"Napajedla","90 538,60","1 982,64","123 245,80","0,00","339,63","18 611,53","16 153,31","10 789,30","3,00","0,00",NA,"1,00","7 234,00","1 488,00","1 037,00","2 101,00","2 024,00","327,00","257,00",NA,"0,00","0,00","4,00","104,00","0,00","0,00","2,00","0,00","196,00","0,00","0,00","0,00","0,00","753,00","10 789,30","150 528,04","146,00","41 377,90","139 738,74","109 150,14","0,00","122,48","1 007,21","287,88","13,60","332,79","0,52","67,87","78,08","72,22","1 432,19","154,00","71,00","62,00","Zlínský kraj","OTROKOVICE","Zlín","1,00","7,00","3,00",NA,"5,00","2,00","1,00","63,00",NA,NA,NA,NA
"Nárameč","3 928,40","786,29","4 888,44","265,00","374,85","2 601,13","1 510,85","260,82","5,00","0,00",NA,"1,00","346,00","76,00","52,00","100,00","91,00","13,00","14,00",NA,"0,00","0,00",NA,"10,00","0,00","0,00","0,00","0,00","20,00","0,00","0,00","0,00","0,00","0,00","525,82","7 299,96","10,00","770,42","6 774,13","6 529,54","0,00","200,41","441,91","33,48","0,00","64,63","0,00","27,54","9,75","8,56","516,29","5,00","8,00","1,00","Vysočina","TŘEBÍČ","Třebíč",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Narysov","1 880,24","357,74","3 178,78","0,00","7,00","389,23","516,62","187,48","2,00","0,00",NA,"0,00","266,00","41,00","41,00","87,00","76,00","12,00","9,00",NA,"0,00","0,00",NA,"6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","187,48","3 889,88","8,00","1 620,42","3 702,40","2 269,47","0,00","93,50","194,08","21,87","0,00","35,61","0,00","1,14","7,55","3,99","237,24","10,00","1,00","2,00","Středočeský kraj","PŘÍBRAM","Příbram",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
