"obce","Běžné výdaje","Daňové příjmy","Investiční přijaté dotace","Kapitálové příjmy","Kapitálové výdaje","Nedaňové příjmy","Neinvestiční přijaté dotace","Počet bytových domácností","Počet bytových domácností vybavených počítačem a připojením na internet","Počet dokončených bytů","Počet domů","Počet ekonomicky aktivních osob","Počet obydlených domů","Počet obyvatel","Počet obyvatel bez vzdělání","Počet obyvatel dle Sčítání lidu 2011","Počet obyvatel nad 65 let","Počet obyvatel s německou národností","Počet obyvatel s polskou národností","Počet obyvatel s romskou národností","Počet obyvatel s ukrajinskou národností","Počet obyvatel s vietnamskou národností","Počet obyvatel s vysokoškolským vzděláním","Počet obyvatel se slovenskou národností","Počet obyvatel se středoškolským vzděláním bez maturity","Počet obyvatel se středoškolským vzděláním s maturitou","Počet obyvatel se základním vzděláním","Počet obyvatel ve věku 0 až 14 let","Počet obyvatel ve věku 15-59 muži","Počet obyvatel ve věku 15-59 ženy","Počet obyvatel ve věku 60-64 let ženy","Počet obyvatel ve věku 60-64 muži","Počet obyvatel, kteří neuvedli vzdělání","Počet osob dojíždějících za prací do obce","Počet osob vyjíždějících z obce za prací","Počet osob zaměstnaných v průmyslu","Počet osob zaměstnaných v zemědělství","Počet osob zaměstnaných ve službách","Počet osob zaměstnaných ve stavebnictví","Počet podnikatelských subjektů celkem","Počet rodinných domů","Počet uchazečů o zaměstnání","Počet zaměstnaných osob","Přijaté dotace","Příjmy","Přistěhovalí celkem","Saldo příjmů a výdajů","Vlastní příjmy","Výdaje celkem","Vystěhovalí celkem","Zemřelí celkem","Živě narození celkem","kraj","orp","okres"
"Vrdy","26 006,31","25 164,79","1 685,43","1 501,85","5 797,06","3 995,95","3 129,48","1 043,00","597,00","3,00","875,00","1 397,00","719,00","2 951,00","5,00","2 884,00","407,00","0,00","0,00","0,00","0,00","2,00","149,00","39,00","1 041,00","632,00","453,00","430,00","922,00","980,00","109,00","103,00","99,00","202,00","417,00","346,00","55,00","527,00","152,00","599,00","666,00","185,00","1 240,00","4 814,91","35 477,47","62,00","3 674,21","30 662,59","31 803,26","78,00","29,00","29,00","Středočeský kraj","ČÁSLAV","Kutná Hora"
"Vřesina","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","1","2","1","1","1","2","2","2","Moravskoslezský kraj","OSTRAVA","Nový Jičín"
"Vřesina","9 106,26","10 621,56","2 619,11","79,40","2 428,77","1 052,31","764,20","474,00","311,00","6,00","381,00","742,00","371,00","1 502,00","5,00","1 450,00","208,00","0,00","1,00","0,00","1,00","0,00","137,00","9,00","423,00","316,00","286,00","237,00","481,00","485,00","45,00","46,00","28,00","16,00","278,00","196,00","10,00","343,00","70,00","274,00","366,00","64,00","692,00","3 383,31","15 136,58","41,00","3 601,57","11 753,27","11 535,01","28,00","12,00","20,00","Moravskoslezský kraj","HLUČÍN","Opava"
"Vřeskovice","2 060,98","2 439,07","90,00","2,94","340,34","322,66","92,74","101,00","58,00","0,00","122,00","132,00","89,00","291,00","0,00","275,00","60,00","0,00","0,00","0,00","0,00","0,00","17,00","2,00","91,00","67,00","45,00","37,00","77,00","102,00","9,00","6,00","16,00",NA,"66,00","38,00","7,00","58,00","8,00","56,00","87,00","14,00","120,00","182,74","2 947,40","7,00","546,07","2 764,67","2 401,32","4,00","3,00","4,00","Plzeňský kraj","KLATOVY","Klatovy"
"Vřesník","860,59","784,59","0,00","0,10","376,83","127,41","60,64","33,00","15,00","0,00","48,00","47,00","26,00","81,00","0,00","86,00","10,00","0,00","0,00","0,00","0,00","0,00","3,00","1,00","32,00","15,00","16,00","17,00","22,00","27,00","2,00","3,00","3,00",NA,"24,00","7,00","10,00","12,00","3,00","26,00","24,00","6,00","42,00","60,64","972,74","1,00","-264,68","912,10","1 237,42","9,00","1,00","1,00","Královéhradecký kraj","HOŘICE","Jičín"
"Vřesová","7 524,08","10 102,03","0,00","62,00","4 186,17","980,99","102,90","105,00","24,00","0,00","13,00","136,00","13,00","410,00","15,00","347,00","24,00","1,00","0,00","4,00","0,00","0,00","0,00","23,00","79,00","11,00","135,00","93,00","133,00","145,00","7,00","8,00","28,00","577,00","14,00","41,00","0,00","15,00","1,00","47,00","0,00","80,00","89,00","102,90","11 247,92","13,00","-462,31","11 145,02","11 710,22","15,00","3,00","6,00","Karlovarský kraj","SOKOLOV","Sokolov"
"Vřesovice","4 971,19","4 012,25","0,00","1 362,59","2 346,18","898,37","1 151,47","181,00","70,00","7,00","178,00","204,00","149,00","501,00","2,00","469,00","81,00","0,00","0,00","0,00","0,00","0,00","23,00","3,00","165,00","83,00","80,00","101,00","125,00","158,00","22,00","14,00","14,00","5,00","68,00","41,00","8,00","89,00","19,00","91,00","146,00","28,00","184,00","1 151,47","7 424,67","25,00","107,37","6 273,21","7 317,30","16,00","6,00","4,00","Olomoucký kraj","PROSTĚJOV","Prostějov"
"Vřesovice","4 014,91","4 599,12","345,00","53,27","1 154,92","389,84","313,07","200,00","104,00","0,00","265,00","259,00","187,00","597,00","5,00","599,00","119,00","1,00","0,00","0,00","0,00","0,00","29,00","6,00","200,00","121,00","146,00","65,00","164,00","196,00","25,00","28,00","13,00","26,00","115,00","64,00","21,00","106,00","16,00","106,00","184,00","39,00","225,00","658,07","5 700,29","9,00","530,49","5 042,23","5 169,80","5,00","12,00","1,00","Jihomoravský kraj","KYJOV","Hodonín"
"Vrhaveč","10 804,59","6 803,00","0,00","662,72","1 037,75","2 364,50","2 289,30","319,00","190,00","3,00","304,00","444,00","251,00","914,00","1,00","899,00","149,00","0,00","0,00","3,00","0,00","0,00","82,00","1,00","256,00","245,00","119,00","152,00","264,00","288,00","31,00","30,00","20,00","27,00","225,00","101,00","25,00","232,00","34,00","221,00","246,00","31,00","420,00","2 289,30","12 119,51","28,00","277,19","9 830,22","11 842,32","18,00","6,00","10,00","Plzeňský kraj","KLATOVY","Klatovy"
"Vroutek","15 803,79","18 996,16","0,00","412,99","5 387,19","1 538,65","1 433,62","755,00","341,00","1,00","567,00","872,00","478,00","1 900,00","11,00","1 880,00","283,00","13,00","2,00","0,00","2,00","0,00","71,00","29,00","669,00","350,00","390,00","273,00","571,00","615,00","74,00","84,00","91,00","44,00","242,00","249,00","38,00","296,00","58,00","347,00","431,00","131,00","754,00","1 433,62","22 381,41","60,00","1 190,52","20 947,80","21 190,90","55,00","28,00","20,00","Ústecký kraj","PODBOŘANY","Louny"
"Vršce","1 886,29","2 254,70","0,00","0,00","0,00","221,76","61,39","79,00","29,00","2,00","84,00","106,00","51,00","238,00","2,00","221,00","31,00","0,00","0,00","0,00","0,00","0,00","6,00","3,00","68,00","29,00","62,00","44,00","71,00","80,00","9,00","3,00","10,00","10,00","28,00","28,00","15,00","21,00","4,00","38,00","45,00","11,00","96,00","61,39","2 537,84","9,00","651,55","2 476,46","1 886,28","11,00","1,00","4,00","Královéhradecký kraj","JIČÍN","Jičín"
"Vrskmaň","5 264,46","4 108,45","75,00","1 607,08","1 991,15","1 464,81","404,33","89,00","44,00","1,00","94,00","143,00","76,00","253,00","0,00","237,00","23,00","3,00","0,00","0,00","0,00","0,00","11,00","4,00","101,00","40,00","49,00","26,00","86,00","94,00","11,00","13,00","5,00","54,00","47,00","42,00","2,00","50,00","10,00","56,00","74,00","16,00","121,00","479,33","7 659,65","18,00","404,04","7 180,34","7 255,61","7,00","1,00","1,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Vršovice","2 326,18","2 121,71","0,00","0,00","50,50","320,08","257,36","99,00","52,00","0,00","123,00","117,00","94,00","263,00","2,00","261,00","52,00","0,00","0,00","3,00","2,00","0,00","14,00","4,00","93,00","58,00","43,00","38,00","72,00","73,00","16,00","12,00","5,00","4,00","57,00","37,00","3,00","57,00","6,00","45,00","93,00","10,00","110,00","257,36","2 699,15","7,00","322,47","2 441,79","2 376,68","20,00","3,00","6,00","Ústecký kraj","LOUNY","Louny"
"Vršovice","3 646,30","3 414,16","0,00","2 015,00","82,21","241,46","230,53","165,00","89,00","0,00","141,00","262,00","127,00","497,00","0,00","495,00","61,00","0,00","0,00","0,00","0,00","0,00","47,00","2,00","157,00","107,00","79,00","79,00","156,00","175,00","11,00","15,00","12,00","2,00","92,00","64,00","21,00","95,00","23,00","91,00","126,00","30,00","235,00","230,53","5 901,15","11,00","2 172,67","5 670,62","3 728,48","3,00","3,00","4,00","Moravskoslezský kraj","OPAVA","Opava"
"Vršovka","691,37","903,69","0,00","0,00","0,00","114,61","60,68","44,00","21,00","0,00","54,00","54,00","36,00","121,00","0,00","118,00","20,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","44,00","26,00","19,00","16,00","39,00","39,00","3,00","4,00","7,00",NA,"21,00","21,00","6,00","19,00","3,00","22,00","34,00","4,00","51,00","60,68","1 078,97","0,00","387,62","1 018,30","691,35","0,00","0,00","2,00","Královéhradecký kraj","NOVÉ MĚSTO NAD METUJÍ","Náchod"
"Vrutice","3 411,17","2 722,18","1 814,96","0,00","9 006,07","484,47","657,65","104,00","52,00","0,00","109,00","131,00","84,00","318,00","0,00","301,00","53,00","0,00","0,00","0,00","0,00","0,00","7,00","1,00","108,00","45,00","72,00","60,00","87,00","96,00","11,00","11,00","10,00","5,00","40,00","28,00","9,00","45,00","12,00","64,00","82,00","17,00","118,00","2 472,61","5 679,24","12,00","-6 737,93","3 206,65","12 417,17","0,00","3,00","2,00","Ústecký kraj","LITOMĚŘICE","Litoměřice"
"Všechlapy","4 076,95","5 006,15","4 338,19","842,70","5 393,11","138,88","204,72","234,00","121,00","1,00","239,00","330,00","210,00","669,00","3,00","657,00","110,00","0,00","0,00","0,00","0,00","0,00","23,00","6,00","234,00","163,00","105,00","102,00","217,00","201,00","23,00","16,00","15,00","11,00","129,00","83,00","5,00","162,00","15,00","150,00","202,00","39,00","302,00","4 542,91","10 530,64","19,00","1 060,59","5 987,73","9 470,05","23,00","8,00","6,00","Středočeský kraj","NYMBURK","Nymburk"
"Všechlapy","907,42","920,98","0,00","120,65","342,61","282,94","60,54","29,00","13,00","0,00","58,00","31,00","28,00","92,00","0,00","84,00","23,00","0,00","0,00","0,00","0,00","0,00","6,00","0,00","28,00","15,00","15,00","14,00","23,00","27,00","5,00","0,00","1,00","9,00","13,00","9,00","3,00","13,00","2,00","26,00","28,00","1,00","28,00","60,54","1 385,09","11,00","135,08","1 324,57","1 250,01","0,00","1,00","0,00","Středočeský kraj","VLAŠIM","Benešov"
"Všechovice","1 628,42","1 892,02","408,69","0,00","1 207,35","161,94","297,55","84,00","37,00","1,00","99,00","110,00","80,00","221,00","1,00","232,00","43,00","0,00","0,00","0,00","0,00","0,00","32,00","3,00","65,00","51,00","31,00","35,00","64,00","67,00","7,00","5,00","5,00","6,00","51,00","37,00","4,00","50,00","5,00","42,00","80,00","11,00","103,00","706,24","2 760,17","7,00","-75,56","2 053,96","2 835,73","6,00","1,00","3,00","Jihomoravský kraj","TIŠNOV","Brno-venkov"
"Všechovice","12 648,37","7 352,97","10 800,00","70,35","11 219,17","1 984,12","4 402,65","303,00","156,00","3,00","265,00","458,00","233,00","874,00","0,00","864,00","131,00","1,00","1,00","0,00","0,00","0,00","52,00","4,00","319,00","193,00","146,00","114,00","272,00","309,00","24,00","24,00","14,00","43,00","164,00","136,00","20,00","176,00","32,00","186,00","224,00","41,00","394,00","15 202,65","24 610,07","16,00","742,57","9 407,44","23 867,50","13,00","3,00","9,00","Olomoucký kraj","HRANICE","Přerov"
"Všehrdy","901,19","1 234,77","0,00","26,40","60,00","446,26","86,66","42,00","28,00","0,00","33,00","221,00","30,00","134,00","6,00","623,00","8,00","0,00","2,00","0,00","1,00","6,00","18,00","16,00","173,00","94,00","307,00","11,00","37,00","65,00","7,00","6,00","9,00","161,00","56,00","34,00","20,00","135,00","3,00","36,00","24,00","11,00","204,00","86,66","1 794,09","16,00","832,89","1 707,43","961,19","9,00","0,00","2,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Všehrdy","974,93","688,90","0,00","2,40","715,99","375,96","110,40","20,00","9,00","1,00","15,00","21,00","15,00","52,00","0,00","51,00","5,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","24,00","10,00","4,00","8,00","14,00","18,00","2,00","5,00","2,00","2,00","9,00","7,00","3,00","5,00","1,00","17,00","15,00","1,00","18,00","110,40","1 177,65","1,00","-513,27","1 067,26","1 690,92","0,00","0,00","1,00","Plzeňský kraj","KRALOVICE","Plzeň-sever"
"Všejany","5 777,83","5 102,31","30,00","0,00","0,35","420,08","1 438,89","242,00","124,00","1,00","266,00","305,00","211,00","620,00","4,00","641,00","103,00","0,00","0,00","0,00","1,00","0,00","31,00","12,00","222,00","162,00","96,00","84,00","179,00","198,00","31,00","25,00","21,00","15,00","160,00","102,00","11,00","148,00","12,00","137,00","203,00","14,00","290,00","1 468,89","6 991,28","22,00","1 213,15","5 522,39","5 778,14","18,00","7,00","5,00","Středočeský kraj","MLADÁ BOLESLAV","Mladá Boleslav"
"Všekary","3 113,24","1 312,92","0,00","0,00","929,21","3 354,41","125,07","44,00","20,00","1,00","59,00","47,00","40,00","116,00","0,00","109,00","16,00","0,00","0,00","0,00","0,00","0,00","9,00","0,00","37,00","17,00","16,00","24,00","31,00","36,00","2,00","7,00","5,00",NA,"18,00","15,00","4,00","19,00","3,00","17,00","40,00","4,00","44,00","125,07","4 792,41","12,00","750,01","4 667,33","4 042,40","3,00","0,00","1,00","Plzeňský kraj","STOD","Domažlice"
"Všelibice","8 007,81","5 256,63","0,00","74,24","182,09","1 195,50","234,28","191,00","94,00","1,00","229,00","266,00","136,00","536,00","1,00","528,00","76,00","1,00","0,00","0,00","4,00","0,00","33,00","6,00","177,00","116,00","107,00","64,00","142,00","191,00","32,00","31,00","10,00","23,00","84,00","99,00","15,00","88,00","20,00","149,00","123,00","13,00","246,00","234,28","6 760,61","30,00","-1 429,24","6 526,37","8 189,85","13,00","10,00","3,00","Liberecký kraj","LIBEREC","Liberec"
"Všemina","8 870,12","8 186,12","0,00","1,52","1 239,82","1 378,13","725,36","310,00","192,00","1,00","324,00","554,00","281,00","1 119,00","4,00","1 107,00","160,00","0,00","0,00","0,00","1,00","0,00","66,00","7,00","401,00","177,00","241,00","172,00","349,00","372,00","33,00","33,00","31,00","60,00","163,00","190,00","11,00","175,00","68,00","274,00","276,00","44,00","510,00","725,36","10 291,14","16,00","181,25","9 565,77","10 109,90","16,00","11,00","6,00","Zlínský kraj","VIZOVICE","Zlín"
"Všemyslice","17 985,81","9 501,42","16 992,82","5 061,82","25 771,06","3 562,39","4 445,93","327,00","185,00","0,00","405,00","541,00","291,00","1 024,00","3,00","998,00","135,00","0,00","0,00","0,00","0,00","0,00","54,00","10,00","378,00","200,00","172,00","136,00","317,00","363,00","32,00","41,00","21,00","24,00","215,00","131,00","33,00","209,00","60,00","254,00","284,00","48,00","486,00","21 438,75","39 564,37","39,00","-4 192,44","18 125,63","43 756,82","17,00","8,00","5,00","Jihočeský kraj","TÝN NAD VLTAVOU","České Budějovice"
"Všeň","5 517,35","4 025,54","399,13","137,30","572,93","1 916,02","557,48","223,00","107,00","0,00","236,00","305,00","185,00","596,00","3,00","586,00","96,00","2,00","1,00","0,00","9,00","0,00","41,00","3,00","215,00","126,00","71,00","86,00","184,00","193,00","18,00","19,00","20,00","14,00","147,00","114,00","6,00","111,00","21,00","135,00","181,00","30,00","281,00","956,61","7 035,47","26,00","945,21","6 078,86","6 090,26","5,00","9,00","8,00","Liberecký kraj","TURNOV","Semily"
"Všenice","1 622,23","1 705,54","0,00","0,00","19,15","300,48","83,44","95,00","52,00","0,00","97,00","107,00","78,00","256,00","0,00","237,00","44,00","0,00","0,00","0,00","0,00","0,00","23,00","0,00","76,00","62,00","26,00","48,00","73,00","72,00","9,00","10,00","4,00","5,00","49,00","31,00","5,00","39,00","9,00","64,00","78,00","11,00","99,00","83,44","2 089,46","4,00","448,10","2 006,02","1 641,35","13,00","1,00","4,00","Plzeňský kraj","ROKYCANY","Rokycany"
"Všenory","12 550,02","13 269,25","20 356,48","1 258,50","27 292,78","765,65","1 827,45","536,00","319,00","3,00","518,00","760,00","459,00","1 529,00","5,00","1 596,00","280,00","1,00","2,00","1,00","6,00","0,00","238,00","14,00","375,00","406,00","179,00","246,00","447,00","448,00","58,00","50,00","75,00","59,00","312,00","79,00","6,00","486,00","60,00","534,00","447,00","32,00","712,00","22 183,93","37 477,30","46,00","-2 365,47","15 293,40","39 842,77","26,00","20,00","8,00","Středočeský kraj","ČERNOŠICE","Praha-západ"
"Všepadly","457,65","713,13","0,00","115,21","0,00","73,31","63,98","20,00","6,00","0,00","44,00","22,00","18,00","47,00","0,00","40,00","11,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","10,00","16,00","10,00","2,00","9,00","17,00","3,00","5,00","1,00","1,00","7,00","2,00","6,00","9,00","0,00","15,00","18,00","4,00","18,00","63,98","965,63","2,00","508,01","901,65","457,62","0,00","1,00","0,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Všeradice","3 817,99","3 592,73","0,00","7,35","226,20","659,62","187,84","151,00","80,00","2,00","143,00","222,00","114,00","449,00","0,00","435,00","64,00","1,00","1,00","1,00","0,00","0,00","31,00","0,00","143,00","109,00","54,00","75,00","130,00","157,00","11,00","12,00","12,00","29,00","65,00","42,00","2,00","99,00","31,00","129,00","106,00","13,00","206,00","187,84","4 447,51","15,00","403,36","4 259,70","4 044,15","6,00","2,00","7,00","Středočeský kraj","BEROUN","Beroun"
"Všeradov","1 555,40","1 646,73","0,00","0,00","303,70","103,40","419,57","58,00","27,00","2,00","84,00","77,00","50,00","158,00","1,00","156,00","36,00","0,00","0,00","0,00","0,00","0,00","6,00","1,00","67,00","24,00","28,00","17,00","38,00","48,00","8,00","11,00","4,00",NA,"23,00","20,00","14,00","28,00","3,00","32,00","47,00","6,00","66,00","419,57","2 169,72","1,00","310,67","1 750,13","1 859,05","5,00","1,00","1,00","Pardubický kraj","HLINSKO","Chrudim"
"Všeruby","7 758,63","9 023,16","4 515,51","413,98","4 351,05","1 925,78","620,21","301,00","113,00","0,00","256,00","369,00","204,00","823,00","5,00","796,00","107,00","4,00","0,00","0,00","0,00","13,00","23,00","23,00","261,00","107,00","218,00","125,00","240,00","288,00","33,00","30,00","50,00","16,00","135,00","103,00","52,00","111,00","11,00","183,00","179,00","53,00","312,00","5 135,72","16 498,62","26,00","4 389,03","11 362,92","12 109,59","20,00","7,00","6,00","Plzeňský kraj","DOMAŽLICE","Domažlice"
"Všeruby","20 366,71","11 403,84","1 226,94","584,61","2 488,07","6 029,33","5 126,64","430,00","214,00","11,00","346,00","650,00","275,00","1 240,00","5,00","1 227,00","131,00","5,00","0,00","7,00","14,00","4,00","69,00","15,00","415,00","215,00","221,00","236,00","389,00","413,00","44,00","27,00","49,00","60,00","212,00","158,00","30,00","267,00","54,00","283,00","253,00","47,00","595,00","6 353,58","24 371,33","54,00","1 516,62","18 017,78","22 854,70","16,00","12,00","10,00","Plzeňský kraj","NÝŘANY","Plzeň-sever"
"Všestary","12 148,14","12 978,00","5 800,27","0,00","4 734,50","1 487,33","2 487,78","540,00","333,00","7,00","522,00","786,00","434,00","1 685,00","1,00","1 627,00","233,00","0,00","3,00","0,00","0,00","0,00","139,00","11,00","487,00","412,00","214,00","295,00","506,00","536,00","65,00","50,00","47,00","78,00","299,00","153,00","35,00","423,00","49,00","395,00","423,00","60,00","733,00","8 288,05","22 753,37","44,00","5 870,70","14 465,33","16 882,67","13,00","9,00","21,00","Královéhradecký kraj","HRADEC KRÁLOVÉ","Hradec Králové"
"Všestary","3 284,52","5 253,78","0,00","54,50","4 195,34","731,00","213,17","272,00","173,00","6,00","304,00","390,00","249,00","728,00","0,00","785,00","95,00","0,00","0,00","0,00","4,00","0,00","117,00","4,00","189,00","197,00","71,00","149,00","207,00","236,00","18,00","23,00","17,00","19,00","192,00","43,00","3,00","253,00","34,00","219,00","246,00","9,00","365,00","213,17","6 252,45","37,00","-1 227,39","6 039,28","7 479,83","20,00","4,00","8,00","Středočeský kraj","ŘÍČANY","Praha-východ"
"Všestudy","1 487,15","2 179,45","0,00","0,00","454,85","37,75","360,42","58,00","37,00","0,00","61,00","77,00","52,00","184,00","3,00","172,00","13,00","1,00","1,00","0,00","3,00","0,00","7,00","4,00","60,00","38,00","28,00","31,00","67,00","55,00","10,00","8,00","3,00","6,00","26,00","21,00","2,00","30,00","6,00","34,00","47,00","13,00","69,00","360,42","2 577,61","6,00","635,64","2 217,20","1 941,97","6,00","2,00","1,00","Ústecký kraj","CHOMUTOV","Chomutov"
"Všestudy","1 814,38","2 663,82","2 130,35","0,00","1 992,19","1 104,02","51,37","103,00","50,00","1,00","113,00","150,00","90,00","337,00","7,00","338,00","58,00","1,00","0,00","0,00","11,00","0,00","33,00","4,00","107,00","78,00","55,00","43,00","101,00","105,00","15,00","15,00","15,00","18,00","61,00","32,00","2,00","80,00","15,00","75,00","88,00","8,00","139,00","2 181,72","5 949,56","10,00","2 143,00","3 767,84","3 806,56","4,00","1,00","3,00","Středočeský kraj","KRALUPY NAD VLTAVOU","Mělník"
"Všesulov","1 298,61","1 249,55","0,00","0,00","97,73","149,31","48,92","38,00","9,00","0,00","52,00","45,00","33,00","138,00","4,00","133,00","14,00","0,00","0,00","0,00","0,00","0,00","1,00","1,00","42,00","22,00","16,00","22,00","45,00","43,00","8,00","6,00","28,00",NA,"16,00","9,00","7,00","14,00","3,00","37,00","30,00","8,00","37,00","48,92","1 447,78","10,00","51,47","1 398,86","1 396,31","12,00","0,00","0,00","Středočeský kraj","RAKOVNÍK","Rakovník"
"Všetaty","18 522,66","18 811,96","7 209,33","100,28","13 705,90","3 073,54","4 210,56","798,00","436,00","6,00","784,00","1 068,00","644,00","2 197,00","12,00","2 184,00","325,00","1,00","1,00","1,00","36,00","0,00","129,00","15,00","712,00","498,00","361,00","353,00","673,00","680,00","85,00","81,00","64,00","182,00","444,00","242,00","60,00","507,00","53,00","534,00","623,00","111,00","937,00","11 419,89","33 405,67","75,00","1 177,13","21 985,78","32 228,54","56,00","21,00","20,00","Středočeský kraj","NERATOVICE","Mělník"
"Všetaty","2 992,45","2 436,89","0,00","0,00","8,28","355,06","119,91","102,00","55,00","0,00","108,00","161,00","82,00","303,00","3,00","310,00","54,00","0,00","0,00","0,00","1,00","0,00","21,00","2,00","115,00","58,00","52,00","42,00","86,00","104,00","7,00","10,00","5,00","3,00","59,00","28,00","5,00","72,00","21,00","60,00","78,00","18,00","143,00","119,91","2 911,86","2,00","-88,84","2 791,95","3 000,70","10,00","5,00","0,00","Středočeský kraj","RAKOVNÍK","Rakovník"
